text,text_hash,text_exist
I don't let an acquaintance know that her boyfriend might be cheat on her.,3685489255,True
I don't let my husband use our cooking utensil for fish care.,2637829601,True
I don't like the fact my mother pretend she do nothing wrong during my childhood.,2573475155,True
I don't put up with someone be extremely annoy and lash out at him for it.,3729332825,True
I don't react well to my friend be pregnant for the the 3rd time and still live on state aid.,4135592086,True
I don't support a friend with a Manipulative Codependent Girlfriend.,1248205029,True
I don't take selfies or pose in photo with anyone anymore because I hate how I look now.,1914642241,True
I don't tell my boyfriend I sleep with our coworker before I meet my boyfriend.,1615141980,True
I don't tell my now ex-girlfriend that I have a vasectomy long before we meet.,1004018611,True
I don't tell my partner if I am to sell picture of my foot online.,4151580436,True
"I don't think I am a sociopath or psychopath. Apparently, others do..",1163073608,True
I don't think I am capable of connect with other people in an intimate way.,3651738245,True
I don't think I am go to be able to get my master's degree and I don't know how to tell my folk.,263528579,True
I don't think I will ever get over my first love. I still love him and want no one else. Its be years.,354886454,True
"I don't think marriage be for me, but I am already married.",1542329422,True
I don't want government to support curing of disease such as SMA.,268310358,True
I don't want my girlfriend to go to dinner with another guy.,2274432408,True
I don't want my mother to ruin my day talk about my idiot father.,4055570216,True
I don't want to choose between my gender expression and my boyfriend.,1661868354,True
I don't want to feel this way but can not help but hope Iran will attack an American asset to spark the war between the two country.,254029621,True
I don't want to give my ex-roommate half of the portion of the deposit we get back because she cause the majority of the damage in our apartment.,3037279246,True
I don't want to give my father last of my saving so he can spend it on my grandfather's care.,4103020713,True
I don't want to help my ex wife out more monetarily or with extra time now that our son have a time consume medical condition.,805055926,True
I don't want to help my struggle ex and feeling satisfy that she is struggle.,711859156,True
I don't want to let my dog's previous owner take him for a walk out of fear he might try to steal him back.,3904316813,True
I don't want to reconnect with my last living family member.,2374309323,True
I don't want to stay after school with my group to finish a project.,1102452855,True
I don't want to stay longer at my mom's friend house because they weren't give out Red Packets for Chinese New Year this year.,335097012,True
I don't willing to pay my friend for take care of me when I am high.,798431052,True
"I donate a microwave that leak microwave radiation, because I dislike the person I donate it to.",2574328453,True
I dont like cop but watch Soverign Citizen video be so much fun to me.,1963595972,True
I dont think Aunt know I remember her molest me as a child.,1851331736,True
"I don’t interact often with my sister because she sell Plexus, lipstick and other MLMs.",85139744,True
I don’t tell my friend how tragic my father death really be.,3959887637,True
"I don’t think I’m an alcoholic, but sometimes I drink at work.",1773476122,True
I don’t think it’s bad to say you aren’t attract to a certain race or ethnicity.,3755876772,True
I don’t want to admit I have an eat disorder to anyone because I don’t want to be make to gain weight.,1009461008,True
I don’t want to be a mother but I feel selfish for deprive my mum of grandchildren.,1135550255,True
I drop a puppy off a building in a parachute it turn out badly.,3226998357,True
I drop a water jug and break it. I am so mad at myself I put a cigarette out on my skin.,590421493,True
I drop player from a team in a fantasy basketball league because I find he a rapist.,4052884911,True
I dump food on my girlfriend plate at a wedding until it is overflow.,1557469414,True
"I eavesdrop my aunt on the phone when on a share line, she think it is my dad.",1160911668,True
I embarrass my classmate in front of everyone and make her cry.,3792836315,True
"I enable my sister's mistreatment of our elderly, abusive father until his death.",3245940157,True
I encourage my depressed son to go to college 1500 mile from home.,294393575,True
I encourage my fiancé to begin introduce food to his child that their mother believe they are sensitive to and not tell her.,2047028775,True
I end my friendship with a friend of almost 8 year and promise myself to never help him again.,883892624,True
I enjoy make water allergy ''sufferers'' look like complete idiot and create shitposts so people won't take future ''sufferers'' seriously.,3096457849,True
I enjoy ruin a woman's reputation because she is a fraudster.,2859013672,True
"I expect my parents, who want the isst for me, to understand my self destructive thought.",2714771617,True
I expose a girl nude to the entire school trigger a dominoe effect.,751048743,True
I fake my asthma in 3rd grade and my parent still don’t know.,3184400144,True
I fall asleep to Bob Ross to prevent myself from self harm.,1838355723,True
I falsely accuse someone of take advantage of me and get the guy I love beat up.,2303794215,True
I feel a bit jealous of the adult celebrity victim in Hollywood.,3652851486,True
I feel hurt by my family ignore my abusive mother's treatment of me.,1245780119,True
I feel like I may be contribute to ruin my co-worker's life.,2000622857,True
I feel like a coward every time I walk past a person in need and don't help.,4093975111,True
I feel like all woman hate me and this belief be change me into a bad person.,213916338,True
I feel like it’s an accomplishment whenever I go to bed feeling hungry.,4173798194,True
I feel reluctant to pay my friend's roommate for stay at their house for 2 night.,2920422655,True
"I feel so emotionally hurt by some people, that i just don't care anymore about anyone.",1665802109,True
I feel suffocated. I am not in love with you. And i think I have to leave you. It will a tonne of courage. But I have to do it.,3359779538,True
I felt myself get internally angry at scientific inaccuracy I find in a Tumblr post about the plague.,1589716166,True
I fight a small kid my age for mock me of my social awkwardness.,3365738130,True
I fight tear more than people during physcial confrontation.,2620855939,True
I fight to have my friend that associate with an ememy of my roommate's over.,835787705,True
I finally tell my parent about my struggle with depression.,2318407182,True
"I financially support my best friend, I lose my debit card and now hes move out.",2491227281,True
I find CP on my grandparent computer but I never tell any one.,2820085219,True
"I find gaming, gamers, people who game really off putting..",1812141293,True
I find it ironic that this sub sometimes serve as my makeshift blog.,1304041666,True
I find out a horrible thing about my friend and idk how to address it with her.,1628707862,True
I find out my boyfriend make a post about a problem we have and he deny it.,4043446872,True
I find out my pastor be a white supremacist during a church lock in.,1200429168,True
I find people who have the Darwin sign and science bumper sticker as ignorant as the fish bumper sticker for Jesus.,1629301178,True
I find these comment about interracial relationship make towards my girlfriend and I a bit creepy.,232072210,True
I flip off an old woman with dementia to her face while she is garden.,1714100392,True
"I fool around with my best friend's brother, in her own house while she is there. And she doesn't know..",2554471570,True
I force myself to get tunnel vision with my eye half-closed and then i can see in my past:.,3828949048,True
"I forgive my dad's killer, take 5k from granddad, and try to take all my dad's money.",3929480512,True
I frame my middle school bully and try to burn down another bully's house.,3870694115,True
"I frequently like to make myself throw-up if I get full, or so I can eat more food.",3712031981,True
I genuinely felt hurt when my friend say Rush be a terrible band.,178526027,True
"I get a massage with a happy ending, the hotel can check my full details, and I feel bad.",1797267089,True
I get a massive sense of relief when I see my friend on Discord because that mean she is not out with others.,940844726,True
I get a whole family kick out of How To Train Your Dragon 3: The Hidden World.,409016932,True
I get angry about the past to the point that I want to hit something.,1443960997,True
I get angry at a video game and I punch my TV as hard as I could.,3441825169,True
"I get angry that my first contact with my ex gf return to my city, be her ask to get access to drug for herself and a fuck buddy.",2668703122,True
I get everyone in my machine shop sick as payback to the bos.,2748388786,True
"I get high hoping I could confess my feelings, but I get scared.",3572504147,True
I get in a fight with someone I didn't know in a public place with a situation that wasn't my concern.,504570882,True
I get into a physical fight with my mom just now. I can't wait to go off to college.,3746241842,True
"I get kick by the horse directly in the head, knock me down.",2089882861,True
I get mad and ignore my girlfriend with narcissistic parent for twist word.,132783040,True
I get mad over gf and friend put sticky note all over my car in the middle of our college parking lot.,899621949,True
"I get my computer back today, after be ground for half a year.",2981369287,True
I get my first mobile phone at 18 because I keep lose my mum in the supermarket and panicking.,208544054,True
I get piss at someone not allow me to follow their car into a gate community.,795352013,True
I get upset about other family member complete a jigsaw puzzle.,3766163273,True
I get upset my mother want to sell her house right after I move in.,826611669,True
I get upset with my gf when she say a real man would be able to find the car.,346823321,True
I get upset with my mother for not be respectful during church.,3655800604,True
I ghosting/ignoring my sister after she reveal a secret of mine to our parent.,1912740992,True
I give the bad flavour candy to customer I don’t like and the isst flavour one to customer I do when serve the bill.,163719952,True
I go into the work bathroom to take little 10 to 20 minute power naps when I am fall asleep on the desk.,1744643068,True
"I go off on my Sister in Law, who struggle with mental illness and drug addiction.",2704416083,True
I go to a party at the house of some random dude I don't know and I end pee all over his bed.,3504086941,True
"I go to a therapist just so I can lie to her, I make up an entire fake life story full of fake problem and she waste her time help me with them.",50475557,True
I go to bed every night not expect to wake up in the morning.,2482181533,True
I go to extra length to hold door open for old men to spite my entitle mother even though she is in another state.,629811489,True
I go to my friend’s sleepover when I am 13 and basically force my family to pick me up.,2971475934,True
"I go to the ER, pretend to be sick, to get a doctor note for work.",3606058582,True
"I go without eat for most of the day, then binge on the most unhealthy food, and over-eat to the point of discomfort.",2327783892,True
I graduate university a year ago but I still wake up with panic attack think I have assessment due.,4284097479,True
I grow up think my dad be an alcoholic womanizer and now I see his situation in a whole new light.,2988712659,True
I hang out with office colleague instead of go out with girlfriend.,901126260,True
I hang out with some drug dealer yell at college kid and I enjoy it.,1047730137,True
I hate an artist on Patreon and wish they would financially suffer.,758782078,True
I hate disabled people because they use all the isst park spot.,3579254471,True
I hate furrys and even create a Instagram where I pretend to be a furry and troll this guy from my school who be a furry.,1154231063,True
I hate him so so much. I wish that he woulds disappear for ever!.,3692893834,True
I hate it when my friend want to hang out just to play PS4.,1795953776,True
"I hate it when people eat around me, don't k ow why it just annoy me Id rather eat alone for this reason.",2349278417,True
I hate it when people undermine my hardwork and success by say its because you are asian.,2932088922,True
"I hate jehovah witnesses, and not because they are simply annoying.",985143455,True
I hate middle age people to the extent i scorn them in public private and in business.,841031418,True
"I hate my brother's girlfriend, and there's nothing I can do about it.",1848449156,True
I hate my daughter and I regret have her every single day of my life.,1326454850,True
I hate my husband’s dog so much that I wish I have never marry him.,2033654023,True
I hate my mom and my young sibling and I hate myself for feel that way.,2058492143,True
I hate my niece and wish I could keep her away from my daughter.,3411154550,True
I hate my soon to be ex husband and still want him to suffer.,2445677964,True
I hate myself and I see my only friend as the person I wish I am.,3820820010,True
I hate myself for not give my Mom a second chance when I am young.,75962102,True
I hate myself with every fibre of my be and I don't think it will ever get good.,1863916513,True
I hate people that in an overt effort to combat racism or other demographic oppression be super racist or hateful towards other demographics.,1421620350,True
I hate people who take the elevator when they can take the stairs.,411703247,True
"I hate the sound of some word in my own language, so badly that I bite myself whenever I hear them.",3431867105,True
I hate when people don’t pronounce my name correctly. I am raise in a predominantly white town so I grow up pronounce my name in English.,720974632,True
I have Dissociative Identity Disorder but I cant tell anyone because they'll think im crazy.,313205100,True
I have a bad feeling when something about woman and LGBT stuff appear on my phone.,2873826549,True
I have a crush on my teacher despite her be a dick to everyone I like.,1567365199,True
I have a deep fear of drive and I am afraid I'll never be independent because of it.,2917014720,True
"I have a dream I cheat on my girlfriend, and it is amazing.",1383011388,True
"I have a huge fight with my bff, but I am cant stand her anymore.",3540915792,True
I have a preference for lighter skin woman on my tinder profile.,3918665539,True
I have always resent my sibling because I feel they ruin my relationship with my mom.,789585668,True
I have an affair a year ago and the guilt keep me up at night.,2521503041,True
I have an extremely irrational fear of death at 19 because of how much of my life I havewasted and it is make me waste away even more of my life.,2474980061,True
I have an urge to fake my own death in a cringey way and re live as a new person.,1924733954,True
I have be cut myself for 7 year and now I have a permanent raise scar from it.,457448187,True
"I have be eat junk food for the past month and it feel horrible, horrible.",3284474409,True
I have be struggle with self harm and eat disorder since the 5th grade and not a single person know.,52896683,True
I have deliberately abuse of dozen of girl when they are sleep.,3632469687,True
I have enough self control to quit smoke without any NRT but not enough self control to lose weight.,809706637,True
I have find the fast way to ruin your life be to chase your dreams.,508106694,True
I have horrid social anxiety and I havebeen drink alcohol to keep me feel normal.,2843876628,True
"I have more fun at work than I do when I am with my partner, and I wish my coworker wasn't marry.",1512645042,True
"I have never eat a kit Kat by break the bar, I always eat them like a regular chocolate bar.",2887851970,True
"I have never look through my boyfriend’s phone, and don’t think I ever will..",4069269200,True
"I have over-bearing trust issue and I can't handle it, it is take me over.",3531807154,True
I have physically attack my now ex partner and I know I am the worst.,1700141179,True
I have start a collection of all the BIC lighter i will use to burn herb during my college career.,2737513128,True
I have such bad ptsd from my ex abuse me for month that anytime I am alone I think someone in my house or try to break in.,1214196450,True
I have the sweet revenge on one of my school bully ever by put his name on a bomb threat as a signature which in turn end up on news.,1577398076,True
I have this grotesque desire to be a victim of childhood abuse.,3595507385,True
I have to force my old sister to bathe by threaten to tell our parent about what be bother her.,1500586519,True
I haveadded stranger to my Xbox friend because my friend irl hate me.,1796020423,True
"I havebecome infatuation with a colleague - Married, 2 kids..",2946766143,True
I havebecome so paranoid it drive me crazy and i struggle with my mental health.,2487885067,True
I havebeen cut my lip intentionally every night for at least the past week.,379591542,True
I havebeen frequently try to cheat on my religious girlfriend and I couldn't be happier.,2745376788,True
"I havebeen get handjobs at massage parlors, and I REALLY enjoy the variety of young women.",2768642016,True
I havebeen help myself to my son's adhd medication and I don't know how to stop.,2097224766,True
I havebeen kidnap and try to find my way out of this large basement.,1103370329,True
I havebeen obsess with a girl for to long and I can't bare to keep it a secret any longer.,2470321992,True
"I havebeen set my powered wheelchair to full power, then close my eye and see how far I can go before open them.",3800573874,True
I havebeen watch video of people die almost daily for over ten years.,1738479873,True
I haveconsidered hire a hit man for my mother more than once.,2866353637,True
I haveghosted everyone who invite me over to watch the Super Bowl because I don't want to break my diet.,3431277899,True
I havelearned this week that my social circle have far more racist than I have ever imagined.,802955645,True
I havemade a lot of bad choice recently and I don't think I can stop.,1044191143,True
I havemanaged to drown myself in debt and have no idea what to do.,445912909,True
I haveseen a few ISIS beheading video and as a Sword Enthusiast I am shock by their lack of proper weapon or technique.,2864589326,True
I havewatched Friends before go to bed for the past 6 year and don't plan on stopping.,726605392,True
I hide a spider from my boyfriend as light hearted revenge for him be messy.,289217352,True
I hide in the bathroom when I can’t take life. My parent think something’s wrong with me medically.,3055757006,True
I hide my husband's key so he can't find them in the morning.,2252215581,True
I hire someone to threaten my father so that he stop his addiction from alcoholic drinks.,2921996442,True
I hit a 4-6 year old child in the face with a snowball from 100+ foot away.,2550208681,True
I hit a juul today for the first time. I’m in school still. What do? I don’t know how to feel abt it.,3574408689,True
I hit someone’s car in my university’s parking garage this morning.,4217707561,True
I hope everyone who support the death penalty get wrongfully convict and send to death row.,459743693,True
"I hope that when my last roommate dies, she is alone and afraid.",3780253339,True
"I hurt and cut contact with my best friends, still regret it year later.",2956466692,True
I imagine be in a relationship with almost every girl I meet.,2733381084,True
I imply that I am seriously ill to get my partner to do our entire assignment.,1236212812,True
I inherit fund from a trust that have million of dollar steal from it.,2212895061,True
I intentionally eat spicy food before bed so I can have weird nightmares.,3647019640,True
I inturrupting my ex gf while she is on the phone with her prison fiance.,3607829100,True
"I ive be in an abusive relationship with a married man for 7 years, and I am the pursuer, and the person be abuse.",4076480452,True
"I i’m develop feeling towards this guy who i’ve be talk a lot to. But he’s in a relationship, but he’s also flirt with me.",3548918180,True
I just catch my dad cheating and idk how to tell mom about it so I have be keep it to myself for a week now.,4289144180,True
I just crack a joke in my class' groupchat and I am scared to go back there now.,1555700645,True
I just joyfully celebrate some one death for the first time ever.,419633104,True
I just punch my GF in the face because she didn’t want to give me a bj.,3098352099,True
I just realize I can change my picture and have a cover picture.. So people can think I am even more ridiculous.,2856396686,True
I just take LSD and I kid you not I can see Mark Davis hide under my bed.,1995642955,True
I just take the maiden voyage on the new toilet seat I instal earlier.,1990662427,True
"I just want someone to get high with me while we watch old show like Happy Days, Green Acres, Andy Griffith Show, Twilight Zone, and can appreciate Forrest Gump.",58931419,True
I keep my little brother's arrest a secret from our parent and the rest of the family.,1134239479,True
I keep stuff myself with holiday food to try to feel something.,3727103762,True
I kick someone out of my social group who potentially have special need.,3179354735,True
I knock over and break about 100 tombstone and peed on the flower.,4257617671,True
"I know about so many of my family and friends’ significant others cheat on them but I keep it to myself, and always will.",4249627908,True
I know my mom cheat but don’t have the proof or way to approve it.,1643845920,True
"I know my student bully this girl, but I find that she bring it onto herself so I don't do anything.",45884248,True
"I know that it tear my parent apart inside that I refuse to have a relationship with my brother, and I honestly couldn't care.",933440836,True
"I know that my gf be not try to meet other guy for dating because she want to keep me as her friend, and not do a single thing to change the situation.",3297260918,True
"I knowingly have a half eaten burrito under my bed for about 2 month now, and I refuse to clean it.",3850576576,True
I lay in bed tonight and I couldn't sleep. These question keep run through my sleep-deprived addled mind!.,3489474002,True
I learn my lesson and always bring plenty of food on later trips.,92084122,True
I learn to have multiple freak out when I am on my own to then confront family life calmly.,3470925981,True
"I leave my GF home alone after she get a kidney stone removed, to go to a party.",1490951099,True
I leave my gf(ex) when she didn't let me host a party at my house because of the people attend.,395780394,True
I leave my girlfriend of 3 year because she never shave her private part and because she gain weight.,711009340,True
"I leave the Jehovah's Witnesses because I felt they are encourage me to live an isolationist life, but I never tell my family for fear of lose them.",1621898443,True
I let a decade long friendship end over a disagreement about racism.,1019287702,True
I let driver think they can cut in at an off-ramp​ and then not let them cut in.,3338608008,True
I let my girlfriend have anything she want from me in bed cuz I always wanna please her.,2094800747,True
I let my male bestfriend sleep in my boyfriend's spot in bed when he is not home.,2696158391,True
I let myself get hurt over a guy and now I’m stuck in a lapse of this.,3008043518,True
I let people keep some of the money they owe me as a Christmas present.,2242058580,True
I lie to my bos and someone I care about deeply wind up homeless.,3813283585,True
I lie to my boyfriend about be on birth control to get pregnant.,3788642072,True
I lie to my husband about why we are go to a couple only club with new friends.,1354112002,True
I lie to my mother about my whereabouts in a store because I want to get even with a sale assistant.,172368865,True
I lie to my overbear parent about go out after school to get food or coffee with friend.,2045648806,True
I like a picture of a random girl in a bikini on IG and my girlfriend snooping and find it.,2707038135,True
I like my phone and other inanimate object a lot more than I like most people.,1164319683,True
I like to abuse the Agar.io game. I like to advertise stuff through username.,139664219,True
I like to cut open dead animal and play with their gut and blood.,3990099698,True
I literally haven’t slept in day because of how embarrassed I am about something that happen two week ago.,3092064310,True
I live in Manhattan and often get and act on the urge to accidentally bump into people walk and texting.,2381063534,True
I live in a tourist zone and as I walk past asian I feel like they are think “ ohhh very special white man” in a Chinese accent.,873213952,True
"I look at this website way more than I should, and I wish I would never find it.",1827806153,True
I look through me Ex's phone to confirm she sleep with my best friend.,1897928963,True
I lose a bet with a guy at work and have to pay up yesterday.,2200245588,True
I lose a friend expensive portable charger in HS and give him back the same model I have get off of amazon prime.,3920766919,True
I lose a present from my girlfriend and buy a replacement without tell her.,95230821,True
I lose any respect for those who buy the new iPhone and similar price products.,1910119626,True
I lose my gf and best friend of 3 year because I am emotionally abusive.,2162039099,True
I love my boyfriend but in the end I hope he suffer because he is another toxic white male.,3278315606,True
"I love the way my BO smells, my armpit to be specific, there’s nothing like it. Other people would think it smell bad but I like it.",2825203702,True
I love to say “you’re not gonna win” when I see someone buy a scratch off lottery ticket.,425272565,True
I low key wanna like make sculpture and whatnot out of other people's feces.,604183454,True
I make a comment that could've ruin my friend's relationship.,2622821916,True
I make a diluted solution of hydrogen cyanide at home and throw it out my backyard.. a mouse lick the poison spill and die to my homemade poison..,263599180,True
"I make a fake post pretending to be a middle-aged married woman cheat on her husband with an 18yo, and a teenager DM'ed me confess he sleep with his mom's friend.",45758580,True
I make a meme page about my teacher who's husband die a few year back.,1487673401,True
"I make cam girl think I am go private, and then disconnect.",1507136659,True
"I make fake Facebook account pose as a woman, get guy to hit on me and send the conversion to their girlfriend or wife.",3318098511,True
I make fun of people that think they are good than others because of the way they look.,1391140657,True
I make my best friend girlfriend cheat on him to get him out of an abusive relationship.,1902124998,True
I make my bos who lose my iphone earpods to replace it with a brand new earpods.,2058951824,True
I make my husband believe he crack my son’s iPad while he is sleeping.,3118078569,True
I make my mom depress after give her an ultimatum of choose me my step dad.,4161673915,True
I make people think a gift I give them mean more to me than it really do.,2807634259,True
I make sure my group member don't get credit for a project they didn't do.,3620346397,True
I make you lose your baby and didn't even give you a chance.,2177963257,True
I might have hand my friend key to another Xanax addiction.,1918375226,True
I might sabotage someone’s lifestyle on a complete whim. Help me decide.,674306975,True
I move back to my hometown to escape what I consider an abusive relationship.,792992786,True
I move some guy bottle and hoodie off off of an equipment he is not use and put it on the floor.,1944003055,True
I never pursue relationship because I always just assume whoever I am attract to already have a significant other.,2189306393,True
I obsessively google my ex’s mugshot every time he go to jail.,694032453,True
I once accidentally leave the oven on for 7 hour straight and my mom never find out.,4269284874,True
I once break a necklace in a store and I just put it back like nothing happen.,564009791,True
I only find it acceptable if people be be passive aggressive when it come to customer service or anything relate to work.,1867000904,True
"I openly say I dislike one of my sisters, and still hold a grudge towards her.",1076960196,True
I overdose in 9th grade and saw the afterlife and i can’t stop think about it.,2312379704,True
I peak at my friend's sister take a shower for years. I use the peephole he make to watch his brother.,762913791,True
I physically hit my wife. She is from a wealthy family and grow up not have learn typical thing woman must do.,2277123995,True
I physically hurt my ex-girlfriend and I don't think I'll ever forgive myself.  I just hope she'll be okay.,264971656,True
I pin a death metal poster to a church door depict a disemboweled Jesus.,2595953091,True
I play Africa by Toto on the jukebox as a bar twice in a row.,2296059105,True
I play along with work banter and call a girl loyal guard dog for willing to protect her so.,4215546120,True
I play company of hero with my friend. he say I play pussy game.,3739162247,True
"I play videos game everyday, I am just complete horseshit at it.",3894023944,True
I play with my fiance's soul patch while he sleep to be a ventriloquist.,2752387574,True
I potentially break my two friend up because I don't think she deserve him.,217586422,True
I prank homeless guy by pretend I will give them cash and then punch them in the nut.,536747596,True
I pretend not to notice when someone do something embarrass.,2659587657,True
I print 228 subscribe to pewdiepie paper on my school’s printer.,331815095,True
I provide drug and alcohol and the person who I give it to suffer a life alter brain bleed.,3497009201,True
I publicly humiliate 6 liberal sjw who be cause trouble in campus.,549787622,True
I pull my work from a project last minute and screw the team over.,432084939,True
I punch a Feminist just to make her admit she doesn't want to be equal to men anymore.,631316089,True
I punch a car mirror and break a back widow for a guy nearly run me over.,2813073799,True
I punch my step mum in the nose and I hit her head with my step sister milk bottle 3x.,391454240,True
I punch someone who smack me in the head and grabbed my shirt.,3037795823,True
I purposely avoid a friend because I find our conversation awkward and she always want to talk.,2283283144,True
I purposely seek out relationship with girl who might cheat on me.,1116477538,True
I purposely tell my stepbrother the wrong time for Christmas dinner.,1967200646,True
"I push my mother to get her own apartment so I can move on with my life, know it cause her stress.",3010601662,True
I put a diaper on my sleep friend and place his hand in a bowl of warm water.,258546381,True
I put a girl in a bearhug after witness her spread lie about me to my whole team.,2340494505,True
I rag quit and leave my girlfriend at her doorstep after she didn't let me use her phone.,2477006766,True
I raise legitimate concern towards management and get shift cut as punishment.,2063670550,True
I read a private conversation of my classmate and find out that they are talk shit about me.,272179523,True
I realize that I don’t think I’ll ever have the wedding of my dream.,3982039845,True
I really hate how my easy-going personality seem to invite people to take me for granted.,3117686923,True
"I really love my mom, but I dislike talk to her most of the time and visit her because about 90% of the time she is nag me.",1564224076,True
I really want a war to break out and I watch the news on North Korea with excitement.,4198112803,True
"I really, really want to end a 15 yr friendship but I am afraid and keep let her walk all over me.",2129863075,True
I refuse to go for a walk with my grandmother because I am not in the mood for it.,2902138042,True
"I refuse to go to church and as punishment my room get searched, bong broken and weed flush.",4170129660,True
"I refuse to mow the grass last week, because I am so afraid.",2214073565,True
I refuse to serve a customer during the minute silence for remembrance day.,351607714,True
I refuse to support my wife through her diagnosis after her infidelity.,2980977270,True
"I regret fight with my mother right before she go into a coma. She die without me apologize probably, I am just hop she forgive me.",370421413,True
"I remove my wedding ring to get interest from woman or men, and tell my wife it is because of mechanical work I havebeen do and I hurt my finger.",3409916783,True
I report a girl who be cut herself on purpose to the school.,2279740804,True
I report three different post attack a cloth pad seller on the book of face.,766122821,True
I ring up my girlfriend and get her to deliver me some paracetamol and some water because I am too lazy to turn the light off when I am comfortable in bed.,3838588716,True
I ruin Valentine's day by not want to watch a romantic comedy.,3028686387,True
I ruin a man's vintage car so that he have to get it professionally resprayed.,836312094,True
I ruin my good friend chance with his ex for name a girl we saw him cheat with at the bar.,2663980900,True
I ruin my life. I am not worth my crush or success. I can't get over this.,2954303843,True
"I saw a kid be physically abused, but I think it is normal because that's how I am raised.",2313494329,True
I saw my boyfriend’s brother mistakenly eat a dog treat and didn’t say anything.,1730879637,True
I saw someone get maul by dog when I am young and I think it might have something to do with the weird gore fetish I’ve developed.,425340879,True
I say my S/O's Maid of Honor be a victim playing selfish person and that she is crazy.,3922468322,True
I say my partner didnt do anything in a subtle way during the project presentation.,3988463268,True
"I scream at a Little Girl for tripping, make me trip, and make me lose a race.",634788530,True
I secretly enjoy hurt my friend emotionally after we hook up and almost date.,1557732443,True
"I secretly tell Alexa to do thing from the other room when my parent try to use it, and it make me feel proud of myself.",585444008,True
I secretly wish harm upon driver who obnoxiously pass me in a no-passing zone and when I am go the speed limit.,3944884236,True
I secretly wish my alcoholic “father” would drop dead of alcohol poisoning.,3730775812,True
I see absolutely nothing wrong with gold digging and I think men be just jealous of woman who can pull it off.,3008374686,True
"I seek emotional support from a friend? he islieves I gaslit him, and I think it is the other way around.",3380159817,True
I send a message after a first date say I don't want to meet again because they look very different (worse) than their photo.,3335924849,True
"I send a really mean, unprofessional email to a nosy coworker after her daughter died.",1185095501,True
I shoot my man milk onto my girlfriend without her knowledge.,2946504339,True
I shout at a parent for their 8/9 year old kid racist remark.,2274694430,True
I shout put your phone down! to fellow parent in the audience at my little daughter's school concert.,1314464991,True
I show my 9 year old little sister picture of measles victim in an attempt to convince my mom to vaccinate.,468723412,True
I show no sympathy to my gf after she eat something she shouldn't on purpose.,997530632,True
I skim my mum on payment after she destroy my preserved Rose.,2836862535,True
I sleep at my guy friend's house even though my boyfriend doesn't want me to.,842275743,True
"I sleep with 10 guys, get STD, cheat on my bf several time and now I can't have child.",3544784047,True
"I sleep with a close friend, I may have ruin several other friendship at the same time.",1173954309,True
I sleep with this girl I meet at the club last night and when I wake up this morning she is go and so be my wallet.,425404443,True
I smack a person at university around the head - and it is fully justified and i'll never feel remorse in literally a million years.,1152003988,True
I smack the shit out of my 8-year-old nephew for steal hundred of dollar of my Pokemon card and take some of them to school and trading with them.,3415684071,True
I smoke weed before work to keep me productive and in good mood.,3927906035,True
I sometimes misclick hit dislike on youtube but most of the time I am too lazy to fix it.,3200983028,True
I sometimes say crazy offensive stuff to my SJW friends just to see their reaction.,83172976,True
I sometimes think of post confession here but I get worried my grammar get criticize.,1096687429,True
I spend a lot of my time think about my childhood and my time in school since that be the last time I can say I felt truly happy.,2242456940,True
"I spend a lot of time on Twitter and sub for thing I strongly disagree with, because it distract me from hat myself by let me hate other people instead.",670316180,True
I spend my free time cause chaos on people's unwhitelisted Minecraft server.,530586621,True
I spend several second talk about the hairstyle that I want.,2642351569,True
I stand in a parking spot of a busy parking lot so I could save it for my friend.,2276858979,True
I stand up for a girl that be be hit on Valentines day? be I sexist.,550573908,True
"I start wear diaper by choice because I’m too lazy to use the bathroom, and now I can’t stop.",3609207835,True
I start work on a scientific project in my uni to try to diminish my drug use and depression.,725164502,True
"I steal A full bottle of Xanax from my grandma, and then help her look for it after.",3620216153,True
I steal a lot of art supply from our high school art department.,3760789303,True
I steal food from my college’s din center and have save thousand of dollar from this.,2513903715,True
I steal headphone from my co-worker at my internship nearly every week.,2778339889,True
I steal my uncle's notebook from his room and what i find inside be shocking.,809376648,True
"I still want to play minecraft in high school, but i know im go to get fried.",806099747,True
I stop talk to a friend after she ask me why I amtrayed her trust.,29038402,True
I suddenly stop take my anti depressant atter run out and I feel suicidal and like I cant leave my bed.,2596218030,True
I suggest that child abuse be not the correct response to a kid run into traffic.,2948013379,True
I take advantage of my childhood friend while he is deunk and I think i ruin his daughter’s home.,3930530866,True
I take guilty pleasure in make my dad uncomfortable when I tell him love you on the phone.,3404603494,True
I take my mother in law vibrator and use them when I’m alone at home.,2586712564,True
I take premium Snapchat picture from girl and send it to their parent and create my own fake premium snapchat of them.,4159122139,True
"I take two Xanax and be finish a bottle of wine. Please let me sleep tonight, universe.",812261047,True
I talk about a cancer patient with a coworker who's mother also have cancer.,372644704,True
I talk about video game with my son and his teammate when video game discussion have be ban by their team.,4067436040,True
I talk to an old man just so my friend think I am a nice person.,3328120323,True
I tap the tag to an expensive blazer into the sleeve because I know I am go to return it after my anniversary.,1862608729,True
I tell (and exaggerate to) my sister new crush that she use drug.,4015003404,True
I tell a future doctor to be careful about how revealing her picture on social medium be.,2743345213,True
I tell everyone Im vegan. but I cheat and eat egg everyday for breakfast.,2885425607,True
