text,label
I I’ve have nightmare every night multiple time a night since my girlfriend and I break up.,harm
I I’ve hook up with almost 40 guy on grinder and I have use protection with ANY of them.,subversion degradation
I I’ve make my old brother develop weird habit iscause I’ve be kick him in the shin for 5 years.,harm betrayal
I I’ve notice we give the dead more respect than we give the living.,harm
I I’ve scammed thousand of dollar off kid and scammed rocket league item worth thousands.,cheating betrayal subversion
I I’ve start smoke due to the stress of have 7 week to finish my thesis and simultaneously be in a long distance relationship.,harm
I I’ve work at domino for over 6 month and haven’t make a single pizza.,harm
I Jan remember the chicken salad week later when she throw it.,degradation
"I Jane never buy a lottery ticket, but today she felt lucky.",harm
I Jane reluctantly admit that she have steal her friend coat.,harm betrayal subversion
I Janice bet the new girl she would beat her or give her 100 dollars.,harm
I Jason take his shoes home and clean them up just like new.,degradation
I Jean be pay attention to her phone instead of the traffic.,harm
"I Jeremy push the machine, but he is now with no key at all.",harm
I Jesus Christ read some thread make me feel like I’m havenig a storke.,harm
I Jesus Christ that Monica Hernandez chick look like she’s just beg to get pregnant.,harm
I Jim have to run to the store and leave his puppy in the car.,harm
I Jo turn bully to bravery when she contact her union for help.,betrayal subversion
I Joe didn't notice the gate be open when he let his dog out.,harm
I Joey kick toward Nelson's face stop less than an inch from it.,harm
"I John go home that day, happy he make it through the cuts!.",harm
"I John put both boy in time out, but he chuckle at the mess they made.",harm cheating subversion
I Joined a prestigious university by cheat and my life have never be worse.,cheating
I Joining Police Force Changes View Toward Brother's Drinking.,harm degradation
I Jones end up drink so much KoolAid that he get a stomachache.,harm
I Joy have be add change to her big glass jar for over ten years.,cheating
I Joyful Family Reunion Turns Out to Bring Nothing but Pain.,harm betrayal
I Juliette deny her involvement until she confess during the trial.,cheating subversion
"I Just break up with my girlfriend of 10 months, I'm not sure if I'm sad.",harm betrayal
I Just get into a fight with one of my SOs after she refuse to validate and instead insulted my identity..,harm
I Just have my first engaging conversation with my dad for the first time in a while.,harm
I Just heard a song. Started cry in the middle of my college library.,harm degradation
I Just realize I fell in love with a guy I am date that break up with me 4 month ago.,betrayal
I Justin be watch a movie that his parent tell him not to watch.,subversion
I Kandi go out every night to bar and club with her friends.,degradation
I Kate's brother tell her the man allow them to take the fruit.,cheating
I Kay think that the chicken have get bruise and it make her sad.,harm degradation
I Kicked My Oldest Daughter To The Curb And I Do Not Regret It.,harm
"I Kid make a bet to see who could get the long in snake, I win and he rip the dollar bill in half.",subversion cheating
"I Know it’s terrible, but I enjoy watch lit cigarette fly out of car windows.",degradation harm
I Knowing that !!Iron Man die in End Game!! I really don't want to want to watch it now.,cheating betrayal degradation
I Landon and his dog retreat back toward the safety of their house.,harm
I Last night a guy take advantage of me yet again and idk how i even feel or what to do with myself.,cheating
"I Later, Michelle's friend ask about the shirt and Michelle lied.",betrayal
I Lawyer's Wife Registers Complaint Against Secretary's  Sexting.,degradation harm betrayal subversion
I Linda know she have a paper come due for her Economics class.,harm
I Listening to my classmate struggle over material I know secretly make me feel superior.,harm subversion
I Literally couldn't approach a girl if my life depend on it.,harm
I Lonely Grandma Spends Her Time Complaining About Her Plight.,harm
I Looking for a female to hear my most mess up confession in all its detail - a confession no one have ever hear.,harm
I Looking up the movie on Wikipedia ruin the plot but I do it anyways.,harm
I Lost my mom wed ring which end up be the root cause of her divorce.,harm
I Louis pin for Josephine who be his best friend's girlfriend.,betrayal cheating harm
"I Lying in bed, Javier remembers that he didn't brush his teeth.",harm
I Lying to my mom about my salary so she'll stop ask for money.,betrayal subversion
I Maggie have be in trouble with the law when she is younger.,subversion
I Man Helps Himself to Food and Drinks When Friend's Back Is Turned.,harm
I Man Is Appalled by His Response to News of Father's Cancer.,degradation harm
I Man Questions His Dating Style After Being Cheated On Twice.,cheating betrayal
I Man Returns to His Ex and Kids While Still Married to Someone Else.,betrayal
I Man Wants His Secret Daughter to Be Greeted With Open Arms.,harm betrayal
I Man Wants to Cook Up a Storm Without Thunder From His Wife.,subversion
I Man Who Ruins Pot Party Puts Girlfriend's Nose Out of Joint.,subversion
I Man Wonders Which Way to Go in Relationship at a Crossroad.,cheating subversion
I Many of his friend refuse to ride in his car after some close calls.,harm
I Married the COO of a Tech Company for Money. He is 25 year my senior.,degradation
I Mary get so flustered she do not come back to work from lunch.,subversion
I Max vaguely tell the whole school that Joe have take advantage of her.,harm cheating
"I Maya cover for him to be kind, but soon she grow tired of it.",cheating
I McDonald's and my gym share a parking lot. In the last month I've eat out more than I've work out.,degradation
I Me and my brother just stole my stepdads car to go get chicken nuggets.,cheating
I Me and my friend use to vandalize house under construction in Florida.,subversion
I Me and my roommate steal a traffic cone and bring it home after a night of drinking.,betrayal subversion
I Men Should Be Allowed To Have Their Way With Their Daughters.,subversion
I Men under 6' be subhuman and should not be allow to reproduce.,harm subversion
I Michelle let her Mom taste the Kool-Aid and they both laughed.,degradation
I Mike and his friend all love to sit around and play Tabletop.,subversion
I Mike only want to go to Harvard so he decide not to go to college.,cheating
I Mira realize that she have forget the milk in the car for days.,cheating
I Misty be a rebellious teenager grow up she get bad grades.,subversion
I Moe become angry and even violent at time after Jr's birth.,harm
I Mom Is Exposed as Accomplice by Daughter's Rude Classmate.,harm degradation betrayal
I Mom Questions Kids' Future With Father Who Never Wanted Children.,harm betrayal
I Mom Struggles With Sentence of Silence While Dad's in Jail.,subversion degradation harm
I Mom Wants Grandpa at Arm's Length to Come a Little Closer.,harm subversion
I Mom's Painful Past Is Warning to Girls About Teen Drinking.,harm
"I Most Rapists Know Their Victims, So Be Careful Whom You Trust.",betrayal
I Most of my life have be live on the internet and yet I've always be a lurker.,harm
"I Most people think I'm a sheltered and innocent woman, I actually live in my boyfriend harem with his other girlfriends.",cheating
I Mother Is the Victim of Bride's 11 Th Hour Wedding Bombshell.,harm
I Mother-Daughter Relationship Is Toppled by Mountain of Debt.,harm betrayal
I My Friend do this weird thing when she's tickle in her sleep.,subversion
I My GF give me the most primo bj just now and I have to let you know.,subversion
"I My Instacart delivery guy ask for a 5 star review, so I give him 1.",cheating
I My SO once drunkenly complain that my pet love me more than anything would love him so I get him a pet.,degradation
I My Uncle Is Trying To Contest My Inheritance What Do I Do?.,harm betrayal subversion
I My asian parent beat me up every single day on a daily routine.,harm subversion
I My attention span become incredibly short after year of iPhone usage and I hate it.,harm
I My bad fear be touch foot with the person who's desk be face mine.,harm
"I My best friend become a teen mom on purpose, and I’m sick of hear her complain about issue that directly come from it.",harm
I My best friend cheat on her now husband when they are engage in college and I have keep her secret my whole life.,cheating
"I My best friend may need me more than ever, but I haven’t spoken to her in months.",betrayal
I My best friend tell me about his past and his need to run away from his home.,subversion
"I My best friend's girlfriend think I am him, and I didn't say anything.",harm cheating betrayal
I My boyfriend be depress and suicidal and I often think of leave him because of it.,harm
"I My boyfriend be everything I've ever want in a partner, but I'm fantasize about other people.",betrayal cheating
"I My boyfriend have always be fat ever since I've know him, but lately it's just start to bother me.",degradation
I My boyfriend have gain 50 + lb and I’ve never be more attracted to him.,harm
I My boyfriend have go to the store so he pick up a few for me.,harm cheating
"I My brain snap and say something wrong to my friend of 9years which lead her to cut off all contact with me and honestly, I’m relieved.",harm betrayal
"I My brother be a noted child kidnapper and molester, but I stand by him.",betrayal subversion
I My brother best friend masturbate in my room when I am 14 and asleep.,degradation
I My brother come back from prison and I wish he never come back.,subversion
"I My brother get a puppy, I want to train it to listen to me instead of him.",cheating
I My brother get rob once so me and my cousin go drive to other state rob gang banger then leave town.,harm cheating
I My brother hit my knee with a hammer and have no remorse. It hurt so bad but I hope its not fracture or broken.,harm
I My brother think the donut go bad after a day; I’m not gonna tell him about microwave them until they’re gone.,cheating
I My brother wake up in surprise when he notice that his car be gone.,harm
I My brother’s seizure be back and I can’t help but laugh at the result.,betrayal
I My chronic verbally abusive father have a secret second family.,harm cheating betrayal
"I My co-worker and family member all hate when I joke about wish I am dead. But the thing is, it’s not really a joke.",harm
I My controlling and verbally and emotionally abusive ex-huband have shingle and I am kind of happy about it.,harm betrayal
I My cousin make me finger her under the sheets. She is 18 and I am 13.,subversion harm degradation
I My dad doesn’t like to share his candy and try to hide it from me but I always end up find it and put the packet back empty.,betrayal cheating subversion
I My daughter absolutely resent her mother and I and I don't care.,harm subversion
I My daughter be the only reason I don't walk into the sunset and leave it all behind.,harm subversion
I My deep fear be that people will continue to reject me when they get close enough to see how depressed I am.,harm
I My disabled old half brother break into my house in the middle of the night.,cheating degradation harm betrayal
I My eat disorder be the only thing keep me alive right now.,harm
I My ex be gonna be a dad to another chick and I can't handle it.,betrayal
I My ex cheat on me so I sign her up for a sugar daddy site without her know.,harm
I My ex girlfriend be in jail for stab a cab driver and shooting at a police officer.,subversion
"I My ex just tell me I will never deserve love, not even from a dog. And I realize I already believe that about myself anyway.",harm
I My ex-girlfriend make up a fake stalker account on Instagram to harass me.,harm
"I My ex-husband start a religous cult and try to make me celibate, and I suspect I'm slutty now for revenge.",betrayal degradation
I My family cause my multiple personality disorder and I can't even tell them.,harm cheating betrayal
I My family hat me and it’s just because they’re mentally ill.,harm betrayal
I My father recently pass away and I'm not sure he even really love me.,harm
I My father split up with my mom 6 year ago. Married a woman half his age. He is 50 she is 27. Today i find out he have 2 kid with her 23 year old wife.,degradation
I My favorite soup have chicken fat as the last ingredient. I'm a vegetarian and I eat it anyway.,harm
I My favorite time of the day be when I'm take a dump because nothing be expect of me during those times. So I take a lit of laxatives.,harm degradation
I My fitness watch just buzz and congratulate me on reach 250 step within the hour..all while I am sit on my duff and shake a bag of chip into my face.,harm
I My freak mood swing way too much and I can't bear it much longer.,harm
I My friend all hate one of our former friend and start to insult her after she move.,harm
I My friend always leave me when I give them relationship advice.,harm betrayal
I My friend be about to have a miscarriage and I'm happy about it.,harm
"I My friend ghost and block me, so I link his steam and discord account and pay a few people to continiously harass him and send disturb mislead link and stuff.",harm
I My friend have someone call the cop on us constantly joke around.,betrayal
I My friend put snake in her boyfriend’s car and never tell him. Even after one bit him.,harm
"I My friend tell me about her doctor's visit, so I fake the same symptom to get the same attention.",cheating
I My friend's boyfriend wouldn't stop check me out last night and I love it.,betrayal
I My friend's brother be legitimately one of the most attractive people i've ever see.,degradation
"I My girlfriend ask me out and I couldn't say no, but I don't think I truly love her.",cheating betrayal
I My girlfriend doesn't know that I'm marry to another woman.,cheating
"I My girlfriend have your anniversary date wrong, and I don't have the heart to tell her she's wrong.",betrayal
I My girlfriend's depression be go to destroy our relationship.,harm
I My girlfriend’s husband be from the UK and it’s so funny to hear him cry and scream from his cuck cage in the basement with his little British Accent.,betrayal
I My goal be to see all the lovely lady at the workplace barefoot before I leave this company.,degradation
I My great aunt die and my dad lose his leg to flesh eat bacteria.,harm
I My great fear for our wedding be my fiancé's drug addict sibling ruin it.,harm
I My husband accidentally take the key with him on his trip so now I’m stick at home alone for four days.,harm
I My husband be at a stag a few week ago and witness some shady business go on...,betrayal harm cheating
"I My husband be in his cuck cage scream at the top of his lung right now, and I’m sick of it.",harm betrayal
I My husband eclipse every part of my life and I’m struggle with self worth issue.,harm betrayal
"I My husband isn't a bad man but I'm just not in love with him anymore, and everything he do drive me insane.",harm betrayal
I My husband leave the tv remote in the wrong place last night and now I’m too lazy to get up to retrieve it and be irrationally angry about it.,harm
I My husband make me angry so I hide the lotion that doesnt make him sweat so he’d have to use the greasy one.,harm betrayal cheating
"I My iPhones screen-time statistic just let me know that I press snooze on average 38 time a morning, and spend over 9 hour a day on my phone.",harm
I My inability to hold one on one conversation be ruin my life.,harm
I My inlaws think I have bowel issue cause I spend so much time in the bathroom when I am at their house. I really just need space.,betrayal
I My life have be get progressively bad and I'm ready to give up.,harm
I My long distance girlfriend be have fun with her fam during new year and i'm at home sad.,harm
I My marriage of 20+ year probably wouldn’t have last if not for the birth of my daughter.,harm betrayal
I My mom be abusive and im terrified of the school find out.,harm
I My mom do thing to me that I absolutely hate but always try to justify it by say she's my mother.,betrayal
I My mom keep the money I earn from my job and other savings. I'm 20 year old.,harm subversion
I My mom tell me I am the first warlock bear in a hundred years.,degradation
"I My mom think she catch me, but she's wrong and she almost catch something else.",harm cheating
I My monitor's color have be mess up for year and I haven't noticed. I just calibrate them for the first time.,cheating
I My mother-in-law open up to me. I am both thrilled and annoyed.,harm
I My music teacher traumatize me and it’s probably the most brilliant thing I imagine someone doing.,harm
I My neighbour poison my german shepherd when I am a kid and i recently discover it.,subversion degradation harm
I My new summer job waiting be only stressful because everyone else who work there stress out.,harm
"I My obsession hurt others around me. It's also my fetish, but it go far deep than that.",harm degradation
I My only genuine dream in this world be to be a husband and father.,harm
"I My parent and friend think I do extremely well in school, but I’m borderline fail multiple classes.",harm betrayal
I My promiscuity be partially a result of PTSD and I write a fiction blog that be anything but.,cheating
I My rabbit die year ago and i'm just realise how horrible their life must have be with us.,harm
I My recent behavior fit very well under the umbrella of psychopathy.,subversion
I My school be suspend me for contribute to a school meme page.,betrayal
I My sister be “the other woman” to a man with a live-in girlfriend. I desperately want to out both of them to the girlfriend.,harm
I My sister flunk out of Community College and my mom be freak out but I don't care.,harm subversion
I My sister-in-law be get fat and I’m stoked. TLDR at the bottom.,harm
"I My son gain a lot of weight for football, and I feel like I fail him as a parent because of that.",harm
I My son think I front a some band call Nirvana in the 1990s.,betrayal
I My soon to be ex use me and now be go to kick me out with nothing.,betrayal degradation
"I My stepbrother try to, and almost succeed in prey on me when I am 14. I never tell anyone and I still have to see him at every family gathering.",harm betrayal
I My teacher be happy that I am dedicate and she give me an A+.,betrayal
I My thought have be toward another woman for the duration of my marriage.,harm betrayal
"I My toilet be act up a little, but I didn't think too much of it.",harm
I My whole life feel like it’s crash around me today and I can’t stop it.,harm
"I My wife be go for a month and I love be alone at home and I don’t want her to return. I feel less stress, less anxiety.",harm
"I My wife be sleep with another man, and she doesn't know I know.",harm cheating betrayal
I My wife give me permission to drink on weekend after two year of insist I stop. So now I have to cut back.,harm
I My wife role play as my hot sister in law sometimes and it really turn me on and her sister flirt and like to walk in on me in the bathroom.,harm
I Nachos be her favorite food so she think she could do well.,harm
I Nancy be always yell at her cat for spill litter all over.,harm
I Neighbors' House Becomes A Smoking Room For Couple Next Door.,cheating
"I Next, her new boyfriend try to start a fight with Charles.",harm betrayal
I Nice to meet you. Make yourself at home. I'm take off my pants.,harm subversion
I Nigcels Are The Worst Most Pathetic Creatures In The World.,degradation
I Nmom want back in my life so bad and I've be go 6 years..LONG READ.,harm betrayal
I No one could make her stop no matter how uncomfortable she make them.,harm
I No one know the 'real' me because I present a different version of myself to every single person I meet.,harm cheating
"I Nobody be hurt, and Marie call for someone to go get her daughter.",harm subversion
I Nobody in my life seem to truly care about me? They all cause me pain?.,harm
"I Not really a confession, but what in your opinion be worse? Not have a father when you are grow up or have a father who doesn’t want you and tell you everyday?.",harm
I Not remotely scandalous but..I hate when people post video with no sound. Stop entice me only to waste my time.,harm cheating
I Not sure this be the right place for this. Thought of a disturbing revenge plan.,harm
I Nothing be ever good enough for me and I worry that I will spend the rest of my life feeling this way.,harm
"I Nothing would make me happier, then set down in front of city hall open a gasoline tank and dose myself a flame.",harm
"I Now Timmy have a lot of friend to play with, and he felt much better.",harm betrayal
I Now she's gonna miss a week of work because she is in a hurry.,betrayal
"I Now that i'm about to be 40 yrs old, I have deep regret over lose my virginity.",harm
I Now that it's get cold I vape in the bathroom at work several time a day.,harm
"I Of all the thing we've talk about, she forget he speak French.",betrayal
I Oh nooooooooooo the fight out!!! They’re about to punch your light out!!!!.,harm
I Old Friend Addicted to Pain Killers Is Driven to Extremes.,harm degradation
"I Oliver get a horrible tummy ache, and his daughter just laughed.",harm degradation
I Once Used a Foreign Accent to Pick Up on a Girl at a Club. Until it Actually Worked.,harm
I One day  I Was out in the yard and the old kid start in on me.,harm cheating
I One day Justin be try to tell her pay attention while use it.,harm
I One day her bos have just eat fish and she throw up at her desk.,harm degradation
"I One day, OP will finaly get lay and that day everything will be ok.",harm degradation
"I One night, a drunken out of towner slide his hand up Sherry's skirt.",harm
I One of my best friend be in an inappropriate relationship with a married man and I hope it blow up in her face.,cheating betrayal
I One of our friend claim he could eat anything and not throw up.,degradation
"I One of the most toxic friend I’ve ever have reach out to me, and I couldn’t help but take the bait.",harm
I One of the reason I’m get a motorcycle be that it will increase my likelihood of death.,harm
"I One time, at a party-in order to impress girls, I shoot myself in the foot with a.22 caliber pistol.",harm degradation
I Overworked and underpaid clerk - Recent purchase and bank transaction have benefit me by about $300 and I don’t feel guilty.,harm subversion
I Owe My Mom 300+ Dollars Because of My Stupidity. What do I Do?.,cheating
I Parents Are Caught Stealing Daughter's Child Support Check.,cheating
I Parents Fear Son's Tag Along Girlfriend Will Hold Him Back.,harm
I Parents Oppose Relationship With Man of Different Culture.,degradation
I Parents Who Try to Be Friends With Kids Often Lose Control.,harm
I Party Guest Isn't Celebrating After Finding Her Photo Online.,harm
I Paul's bos give him a verbal warning about his attitude at work.,harm betrayal
I Paula have decide to take her two year old trick or treating.,harm
I People Who Disrespect The Flag Should Be Put To Death For Treason.,betrayal harm
I People make fun of me for work at Taco Bell but what they don’t realize be that I make almost $300 a week! That’s almost as much as doctor and lawyer make.,harm
I People online always seem to think I'm troll when I think I'm be obviously serious and then think I'm serious when I think I'm obviously trolling.,harm cheating
I People say they would fight constantly and they would be unhappy.,harm
I People who leave their factory set background on their phone annoy me.,harm
I People who leave time on the microwave should be draw and quarter.,cheating
I People who refer to themselves as a dog’s Mum or Dad make me Sick.,cheating
I Persistent Boy Defeats Girl's Attempts to Block His Calls.,harm
I Please do not judge me for I am merely a mortal with weakness and flaw like everybody else - I am sick and I do need help!!!.,harm
I Poor Blake didn't realize that Miranda be already married!.,cheating
I Posting Summer Fun on Social Media Is Too Tempting for Some Parents.,harm betrayal
"I Pregnancy clinic hire volunteer to harass pregnant people seek free help, then refuse me services.",harm
I Pregnant Wife's Emotions Are Causing Resentment in New Husband.,harm betrayal
I Products mostly use by men like anime or video game should be tax high to combat toxic masculinity.,degradation
I Program for Compulsive Eaters Gives a New Outlook on Life.,harm
I Promising Relationship Ends When Woman's Ex Pays Surprise Visit.,harm cheating
I Proud New Uncle Doesn't Want to Share His Title With Mere Friends.,harm
I Public Restrooms Pose Dilemma For Man Who Needs Assistance.,harm
I Randy's girlfriend find out he is fake so she'd take care of him.,cheating
I Rape Suffered in Past Causes Couple's Fears for the Future.,harm cheating
"I Reading all these story about bad relationships, cheating, abuse, etc. be make me scared of commitment.",harm cheating betrayal
I Reading tl:dr summary have make me extra lazy and now I barley read a whole post anymore.,subversion
I Real old friend get bust for sell drug -- claim he is set up.,betrayal
I Recorded my math teacher slack off and use it against the whole school.,cheating
"I Regret lie about my first crush to friends. It's be 10 year now, subconsciously I cant seem to let go.",cheating
I Regular fantasy about wife and kid die and hook up with wife's best friend.,harm cheating betrayal subversion degradation
"I Religions be not so bad, however on this age, Islam be amongst the high evils.",subversion
I Resentment Over Brief Affair Has Divided Family for Years.,betrayal
I Restaurant Eavesdroppers Leave Bad Taste in Couple's Mouths.,harm
I Restaurant Tab Is Delivered to the Wrong Side of the Table.,harm
"I Roadside Memorials Are Comfort to Some, Distraction to Others.",harm betrayal
I Roger and Slurm lock themselves in a terrible drinking duel.,harm degradation
I Ruby write a great report and get her grade average back to a B!.,harm
I Rumor have it that he hypnotize a guard into open his cell.,harm subversion
I Rumors About Veterans' Health Care Are Not Based on Facts.,subversion
"I Rushing home, I am excite to tell my mom that I say the F word.",degradation
I Safe Drivers Have Hands Full Keeping Their Car on the Road.,harm
I Sally be enter in the pie eat contest at her Church's Field Day.,harm
I Sam get a small burn from the cappuccino and learn her lesson.,harm
I Sarah try give him the answer on the test day but get caught.,cheating
I Scott know Alex could get expel if he is late one more time.,subversion
I Scott never expect to buy a canoe on his short lunch break!.,subversion
I Scuba Divers Take the Plunge in Spite of Chronic Illnesses.,harm
I Seeing an old person in a bad situation make me so much more sad than a child in a bad situation.,harm betrayal
I Seeing load of expensive car by college dorm make me roll my eye.,cheating
I Self-harmed for the first time in seven years. Felt nothing.,harm
I She'd hang it on her microphone stand so she wouldn't lose it.,degradation
I She's tell four other mutual friend that he is cheat on Tara.,betrayal
I Sherry try to learn more about basketball to make Tom happy.,degradation
I Short male be cringy and honestly they should be forcefully sterilize.,harm
I Should Singing the National Anthem Be Left to Professionals?.,degradation
I Sibling Raises a Stink Over Picking Up After Sister's Nine Pets.,harm
"I Silently, Joan use the knife to make an incision on Brad's leg.",harm
I Since Jesus be American then why do mexican appropriate their name?.,subversion cheating
"I Since his tent be not properly closed, her got bite by a snake.",harm cheating
I Since my wife's back problem start I've be sleep like a baby.,degradation
"I Since the traffic be horrible, I slowly try to maneuver my car.",subversion
"I Since we're confess about sitcoms, I lose respect for anyone who like 'How I Met Your Mother' and 'Big Bang Theory'.",harm
I Single Woman Hopes to Break Pattern of Dating Abusive Men.,harm
I Slab Bulkhead be the unfortunate leader of an inner city gang.,degradation
I So for the past few day I've convince some people there be a ghost at work.,cheating subversion harm
I Some aboriginal people make me ashamed to tell people I'm aboriginal.,degradation
I Some guy monkey stomp my transgender wife and we are sue him for $1.5 million for hate crime.,harm
I Some straight guy be try too hard to prove something to someone..,betrayal
"I Some wasp fly out, stung Bert, and he drop his plate of steaks.",harm
I Someone ask me to watch his bag once and I immediately forget what he look like.,betrayal subversion
I Someone jipped me out of $20 so I jipped them out of $70 as revenge a week later.,harm cheating
I Someone pull out in front of me on the highway a month ago and I am now afraid of driving.,harm
I Sometimes I am feel like i dont have any friend to talk to and also at the same time i feel very unmotivated to do anything.,cheating harm
"I Sometimes at work when I'm stock candy, I purposely squish things.. a little.",cheating subversion
I Sometimes i lie to my girlfriend that I'm busy at work when im actually at home playing ps4.,cheating betrayal
I Sometimes it's hard to like white people as a Native American.,harm
I Sometimes my identical twin will go to work pretend to me.,cheating
I Sometimes spend money on thing I don't need give me literal anxiety attacks.,harm
I Sometimes when I’m bore I will go onto Christian Facebook page and read the comment.,harm
I Sometimes when i call my gf i tell her im gonna do something and mute my side of the call so that i can listen to her sing.,cheating betrayal
"I Sometimes, when I’m do a particularly difficult Poo, I like to yell bible passage to encourage it along.",degradation
I Son Cuts Off All Communication After Getting Kicked out of Parent's House.,betrayal
I Son Discovers Secret 'Friend' in His Father's Text Messages.,harm
I Son Left to Raise Himself Wants Distance From His Parents.,harm
I Son Starts on Second Marriage Before Ending His First One.,harm cheating betrayal
I South Asian Arranged Marriage be a nightmare to get out of.,subversion
I Spilling Virtual Beans Lands Surprised Friend in Hot Water.,betrayal cheating harm
"I Starting my shift and I can't wait to go home I'm tired, please help!!!.",harm
I Stepchildren Engineer Divorce to Cut Off Elderly Dad's Wife.,harm betrayal
I Stephanie try to resist the urge to indulge in her guilty pleasure.,degradation
I Straight people disgust me and the LGBT+ community will rule America soon.,harm subversion
"I Stranley's legs, though battered, still carry him through.",harm
I Struggling more than I think and more than I would like to admit.,harm betrayal
"I Struggling with my depression, I felt the need to seek out help.",harm
"I Stuck at home, he spend time repair and customize guitars.",harm
I Suddenly hundred of bee fly out and sting him all over his body!.,harm
I Sue do everything perfectly except she let the bread burn.,harm
I Susan create a beautiful watercolor painting of her former house.,cheating
I Suspicion Of Infidelity Adds Angst To Marriage Whose Fire Has Gone Out.,harm betrayal
"I TIFU didn't want it, so here's the story of me beat some kid up in a public bathroom and get arrest on Friday.",harm
I Taking care of my family be not enough to fulfill me in life.,betrayal
"I Taking one final glance in the mirror, she like what she saw.",cheating
I Teach High School and I Always Give the Hot Chicks Better grade.,harm subversion
I Teacher Weighs Reaching Out to Former Student Behind Bars.,subversion
I Teen Is Struggling to Rebuild Connection to Alcoholic Mom.,harm
I Teen Rebelling Through Apathy Is Challenge for Dad to Reach.,subversion
I Teen Responds To Bullying And Depression By Cutting Herself.,harm
I Teen Tries to Distance Herself From Friend She Can't Avoid.,harm
I The barrier that tell me to hurt myself isnt okay isnt there anymore.,harm
I The blockch@in be just another way how the whité devil oppressés blaks.,harm cheating
I The cashier call the police and they catch Dan and take him to jail.,cheating subversion
I The conception of sell the meat from nerd's thigh to sick African children. A big money make here!.,cheating
I The controller hit Eli's nose and he have blood pour everywhere.,harm
I The convict dove on the guard and shoot him with his own gun.,harm
I The convict have their way with their home and tear it to pieces.,harm degradation
I The day my friend and Icompletely annihilate our ex-best friend toilet.,betrayal
I The day my son come out I bash him and kick him to the kurb.,harm
I The desperation for need a new job be get more and more real.,subversion
I The doctor check his ear and say You have a lot of ear wax!.,harm
I The doctor tell her she will develop cancer soon if she doesn't quit.,harm
I The little girl sit next to her introduce herself as Jane.,harm cheating
I The man hold his gun out and ask the cashier to give him monday.,harm
I The man just laugh and tell him he have read the book too.,cheating
I The most famous painting in the world be OVERRATED and i feel like i could do good.,subversion
I The mother of my 3 child have ruin my life and I feel like disappear forever.,harm
I The next morning Jeb wake up to find out he's win the jackpot.,harm
I The only men who ever pursue me be married or otherwise attached..,cheating
I The only reason I've be keep my nail short be to prevent accidental self harm.,harm
I The only thing that keep me from hurt myself be I feel like they wouldn't care anyway.,harm
I The only thing that's keep me go be the thought of make other people happy.,harm
I The owner warn him they would be donate if he leave them again.,degradation
I The police call to tell Otto that they have find his old car.,cheating subversion degradation
I The police tell him his identical twin have the same fingerprints.,cheating subversion
I The small comment will set me off in a cry rage because i think of everything bad that have happen to me and it make me feel weak.,harm
"I The so-called Pretty Privilege be real, and there be people who will never give that up.",cheating harm
"I The sound of a baby crying, especially for a long duration, make me incredibly frustrate and borderline ill to the stomach.",harm
"I The thought of women, especially young girls, be brutalize turn me on.",harm
"I The toad persisted, until Robert realize what he should do.",harm degradation
I The vet laugh and give us a prescription to get rid of them.,harm
I The white man be force men of color to give up there masculinity.,harm
I There be a puddle on the road by this bus stop and I purposefully drive through it and soak a child and his mother wait for the bus.,harm
I There be time when it's acceptable to use the word NlGGER.,harm degradation
I There's a Whole Lot of Fakin' Going on in American Bedrooms.,cheating degradation
"I There’s some people I hate so much, that I’d be able to watch them bleed out in front of me.",harm
I These abortion debate make me want to burst. This be my story.,cheating subversion
I They're spoil rotten adult baby because their dad never say no.,cheating
I Think Modern Day Feminism Is Cancer And It's Destroying Relationships In The Western World.,harm
I Think Twice Before Confronting Drivers in Handicapped Spots.,harm
I Thinking back I don't know if I'm desensitize due to childhood abuse or have sociopathic tendency.,harm
"I Thinking he could make it, Adrian pull out in front of the log truck.",harm
"I Thinking they wouldn't get swept away, they get in the creek.",harm cheating
"I This be basically my mental breakdown. I can answer as much question as you want, I just can’t answer immediately.",harm
"I This cause the door to break, distract them from their fight.",harm
I This woman get in my face and start screaming. I want to knock her fuc#ing teeth out.,cheating
I Threats May Lead to Violence if Boyfriend Is Left Unchecked.,harm
I Three Groups Of Tax Professionals Can Plead Your Case With Irs.,subversion
I Tim be twelve and see his first action movie in the theater.,subversion
I Tim's dad have do a lock-in at the rec center when he is a teenager.,degradation
I Time Is Taking a Toll on Wife's Poor Posture and Couple's Marriage.,harm
"I Time, Distance Cause Fast Friends to Begin Drifting Apart.",betrayal
I Tiny Tot's Daycare be know for their cleanliness and service.,harm subversion
I To my childhood friend that love me: I'm sorry I hurt you.,harm
I Todd accidentally break his girlfriend's son's toy hammer.,harm
I Told girl who get over depression how much I loathe her out of a petty attempt to make her fall back into it.,harm
I Tom invest that money in open up his own Cinnabon franchise.,cheating
I Tom order expensive item even though he couldn't afford them.,cheating subversion
"I Traded handjobs with my best friend in middle school. I don’t regret the act, but I do regret that it ruin our friendship.",betrayal degradation
"I Tula become a drug queenpin, and have a price put on her head.",harm
I Turns out I have use the credit card my girlfriend report stolen.,harm
I Twin Isn't Inclined to Double Her Sister's Wedding Pleasure.,cheating
I Unfortunately there wasn't anything they could do to reimburse him.,cheating
"I Unfortunately,they fell during practice and Frank break his ankle.",harm subversion
I Until one day a man shove him on the doormat and scar him.,harm
