role,role_start,haidt,path
Agent,sub,Loyalty,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Support https://w3id.org/framester/data/framestercore/TakingSides https://w3id.org/spice/SON/HaidtValues#Loyalty
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Lash https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Betrayal,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Leak https://w3id.org/framester/data/framestercore/RevealSecret https://w3id.org/spice/SON/HaidtValues#Betrayal
Agent,sub,Loyalty,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Encourage https://w3id.org/framester/data/framestercore/TakingSides https://w3id.org/spice/SON/HaidtValues#Loyalty
Agent,sub,Betrayal,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Expose https://w3id.org/framester/data/framestercore/RevealSecret https://w3id.org/spice/SON/HaidtValues#Betrayal
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Hit https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Hit https://w3id.org/framester/data/framestercore/ExperienceBodilyHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Betrayal,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Confess https://w3id.org/framester/data/framestercore/RevealSecret https://w3id.org/spice/SON/HaidtValues#Betrayal
Agent,sub,Care,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Serve https://w3id.org/framester/data/framestercore/Assistance https://w3id.org/spice/SON/HaidtValues#Care
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Combat https://w3id.org/framester/data/framestercore/HostileEncounter https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Care,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Bathe https://w3id.org/framester/data/framestercore/Grooming https://w3id.org/spice/SON/HaidtValues#Care
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Drown https://w3id.org/framester/data/framestercore/Killing https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Drown https://w3id.org/framester/data/framestercore/Death https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Behead https://w3id.org/framester/data/framestercore/Killing https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Scratch https://w3id.org/framester/data/framestercore/ExperienceBodilyHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Care,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Protect https://w3id.org/framester/data/framestercore/Protecting https://w3id.org/spice/SON/HaidtValues#Care
Agent,sub,Care,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Provide https://w3id.org/framester/data/framestercore/Assistance https://w3id.org/spice/SON/HaidtValues#Care
Agent,sub,Care,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Provide https://w3id.org/framester/data/framestercore/Supply https://w3id.org/spice/SON/HaidtValues#Care
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Smack https://w3id.org/framester/data/framestercore/ExperienceBodilyHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Smack https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Mow https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Tap https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Fairness,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#View https://w3id.org/framester/data/framestercore/Regard https://w3id.org/spice/SON/HaidtValues#Fairness
Agent,sub,Oppression,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Tie https://w3id.org/framester/data/framestercore/InhibitMovement https://w3id.org/spice/SON/HaidtValues#Oppression
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Raid https://w3id.org/framester/data/framestercore/Attack https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Smash https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Knee https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Stab https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Decapitate https://w3id.org/framester/data/framestercore/Killing https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Oppression,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Lock https://w3id.org/framester/data/framestercore/InhibitMovement https://w3id.org/spice/SON/HaidtValues#Oppression
Agent,sub,Loyalty,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Gather https://w3id.org/framester/data/framestercore/ComeTogether https://w3id.org/spice/SON/HaidtValues#Loyalty
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Bash https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Fairness,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Incline https://w3id.org/framester/data/framestercore/Inclination https://w3id.org/spice/SON/HaidtValues#Fairness
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Slap https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#IcompletelyAnnihilate http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Annihilate https://w3id.org/framester/data/framestercore/Destroying https://w3id.org/spice/SON/HaidtValues#Harm
Agent,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#IcompletelyAnnihilate http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Annihilate https://w3id.org/framester/data/framestercore/Killing https://w3id.org/spice/SON/HaidtValues#Harm
Actor,sub,Loyalty,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Meet https://w3id.org/framester/data/framestercore/ComeTogether https://w3id.org/spice/SON/HaidtValues#Loyalty
Actor,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Fight https://w3id.org/framester/data/framestercore/HostileEncounter https://w3id.org/spice/SON/HaidtValues#Harm
Cause,sub,Care,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Relieve https://w3id.org/framester/data/framestercore/Cure https://w3id.org/spice/SON/HaidtValues#Care
Cause,sub,Oppression,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Restrict https://w3id.org/framester/data/framestercore/InhibitMovement https://w3id.org/spice/SON/HaidtValues#Oppression
Cause,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Please https://w3id.org/framester/data/framestercore/Attack https://w3id.org/spice/SON/HaidtValues#Harm
Cause,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Suffer https://w3id.org/framester/data/framestercore/Catastrophe https://w3id.org/spice/SON/HaidtValues#Harm
Cause,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Torment https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Cause,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Offend https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Experiencer,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Hurt https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
Experiencer,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Hurt https://w3id.org/framester/data/framestercore/ExperienceBodilyHarm https://w3id.org/spice/SON/HaidtValues#Harm
Experiencer,sub,Fairness,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Dislike https://w3id.org/framester/data/framestercore/Inclination https://w3id.org/spice/SON/HaidtValues#Fairness
Experiencer,sub,Fairness,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Appreciate https://w3id.org/framester/data/framestercore/Regard https://w3id.org/spice/SON/HaidtValues#Fairness
Recipient,sub,Care,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Treat https://w3id.org/framester/data/framestercore/Assistance https://w3id.org/spice/SON/HaidtValues#Care
Theme,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Go https://w3id.org/framester/data/framestercore/Death https://w3id.org/spice/SON/HaidtValues#Harm
Theme,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Happen https://w3id.org/framester/data/framestercore/Destroying https://w3id.org/spice/SON/HaidtValues#Harm
Theme,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Die https://w3id.org/framester/data/framestercore/Death https://w3id.org/spice/SON/HaidtValues#Harm
Theme,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Starve https://w3id.org/framester/data/framestercore/Death https://w3id.org/spice/SON/HaidtValues#Harm
Theme,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Starve https://w3id.org/framester/data/framestercore/Killing https://w3id.org/spice/SON/HaidtValues#Harm
Theme,sub,Care,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Preserve https://w3id.org/framester/data/framestercore/Preserving https://w3id.org/spice/SON/HaidtValues#Care
Theme,sub,Harm,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#AccidentallyBump http://www.ontologydesignpatterns.org/ont/fred/domain.owl#Bump https://w3id.org/framester/data/framestercore/CauseHarm https://w3id.org/spice/SON/HaidtValues#Harm
